predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer
alpha_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0629,0.6793,0.055,0.6933,layer_31
alpha_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.022,0.8971,0.0003,1.0,layer_31
alpha_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.0419,0.8651,-0.0393,0.8452,layer_31
alpha_signed_diff,overall_score,0,per_ckpt,all,72,0.2483,0.1858,0.289,0.1429,layer_31
alpha_signed_diff,transfer_score,0,per_ckpt,all,72,0.1628,0.3796,0.1699,0.3636,layer_31
alpha_signed_diff,transfer_score_str,0,per_ckpt,all,72,0.2567,0.1538,0.248,0.2048,layer_31
alpha_signed_diff,overall_score_str,0,per_ckpt,all,72,0.248,0.1908,0.2344,0.2857,layer_31
alpha_signed_diff,transfer_margin_str,0,per_ckpt,all,72,0.281,0.2837,0.2282,0.4026,layer_31
alpha_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.3487,0.0939,0.3909,0.0669,layer_31
alpha_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0332,0.8751,-0.0052,0.988,layer_31
alpha_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0757,0.7293,-0.0091,0.952,layer_31
alpha_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.094,0.6503,-0.0834,0.7093,layer_31
alpha_min,accuracy_majority,0,per_ckpt,all,72,0.1621,0.3307,0.1305,0.3417,layer_31
alpha_min,overall_score,0,per_ckpt,all,72,0.3518,0.0749,0.4174,0.021,layer_31
alpha_min,transfer_score,0,per_ckpt,all,72,0.391,0.011,0.3742,0.003,layer_31
alpha_min,transfer_score_str,0,per_ckpt,all,72,0.4751,0.038,0.5279,0.003,layer_31
alpha_min,overall_score_str,0,per_ckpt,all,72,0.269,0.2707,0.4403,0.042,layer_31
alpha_min,transfer_margin_str,0,per_ckpt,all,72,0.4787,0.002,0.3592,0.1099,layer_31
alpha_min,overall_margin_str,0,per_ckpt,all,72,0.4057,0.0939,0.6307,0.002,layer_31
alpha_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1166,0.4605,0.1345,0.3217,layer_31
alpha_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0651,0.6533,0.0896,0.4785,layer_31
alpha_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1156,0.4186,0.1137,0.3646,layer_31
alpha_max,accuracy_majority,0,per_ckpt,all,72,0.2461,0.1329,0.1767,0.2847,layer_31
alpha_max,overall_score,0,per_ckpt,all,72,0.4094,0.008,0.4451,0.011,layer_31
alpha_max,transfer_score,0,per_ckpt,all,72,0.4043,0.002,0.3821,0.021,layer_31
alpha_max,transfer_score_str,0,per_ckpt,all,72,0.3004,0.1888,0.3624,0.1189,layer_31
alpha_max,overall_score_str,0,per_ckpt,all,72,0.2137,0.3896,0.2809,0.2607,layer_31
alpha_max,transfer_margin_str,0,per_ckpt,all,72,0.1697,0.4515,0.0901,0.6943,layer_31
alpha_max,overall_margin_str,0,per_ckpt,all,72,0.2793,0.2517,0.3003,0.2338,layer_31
alpha_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.2124,0.2048,0.1625,0.3257,layer_31
alpha_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.2083,0.1768,0.1718,0.2488,layer_31
alpha_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1909,0.2168,0.1325,0.3796,layer_31
alpha_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0625,0.7822,-0.1456,0.5495,layer_31
alpha_norm_asym,overall_score,0,per_ckpt,all,72,0.2289,0.2278,0.162,0.4795,layer_31
alpha_norm_asym,transfer_score,0,per_ckpt,all,72,0.1473,0.4326,0.0544,0.8122,layer_31
alpha_norm_asym,transfer_score_str,0,per_ckpt,all,72,0.2331,0.2168,0.1074,0.6713,layer_31
alpha_norm_asym,overall_score_str,0,per_ckpt,all,72,0.2363,0.2138,0.1488,0.5574,layer_31
alpha_norm_asym,transfer_margin_str,0,per_ckpt,all,72,0.2891,0.2757,0.2595,0.3327,layer_31
alpha_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.347,0.0949,0.3676,0.1049,layer_31
alpha_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0556,0.8072,-0.1207,0.6264,layer_31
alpha_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0979,0.6593,-0.1513,0.5155,layer_31
alpha_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1151,0.5734,-0.1955,0.3766,layer_31
alpha_abs_ratio,accuracy_majority,0,per_ckpt,all,72,0.0136,0.9201,-0.0214,0.9151,layer_31
alpha_abs_ratio,overall_score,0,per_ckpt,all,72,-0.1198,0.5095,-0.2411,0.3067,layer_31
alpha_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.0982,0.5864,-0.1962,0.4276,layer_31
alpha_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.2769,0.2028,-0.373,0.1958,layer_31
alpha_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.24,0.2997,-0.3413,0.2348,layer_31
alpha_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.3359,0.043,-0.3257,0.1878,layer_31
alpha_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.3367,0.1249,-0.5195,0.0809,layer_31
alpha_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0084,0.955,-0.0377,0.8092,layer_31
alpha_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0379,0.7932,0.0507,0.6933,layer_31
alpha_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0086,0.951,-0.0078,0.961,layer_31
alpha_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0625,0.7822,-0.2023,0.2148,layer_31
alpha_signed_ratio,overall_score,0,per_ckpt,all,72,0.2289,0.2278,-0.094,0.3996,layer_31
alpha_signed_ratio,transfer_score,0,per_ckpt,all,72,0.1473,0.4326,-0.145,0.2537,layer_31
alpha_signed_ratio,transfer_score_str,0,per_ckpt,all,72,0.2331,0.2168,-0.2118,0.1249,layer_31
alpha_signed_ratio,overall_score_str,0,per_ckpt,all,72,0.2363,0.2138,-0.1384,0.1918,layer_31
alpha_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,0.2891,0.2757,0.0193,0.8501,layer_31
alpha_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.347,0.0949,-0.0575,0.5724,layer_31
alpha_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0556,0.8072,-0.1897,0.2378,layer_31
alpha_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0979,0.6593,-0.1247,0.4006,layer_31
alpha_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1151,0.5734,-0.2114,0.1419,layer_31
alpha_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0625,0.7822,-0.1903,0.4476,layer_31
alpha_log_ratio,overall_score,0,per_ckpt,all,72,0.2289,0.2278,0.1194,0.6094,layer_31
alpha_log_ratio,transfer_score,0,per_ckpt,all,72,0.1473,0.4326,0.0136,0.972,layer_31
alpha_log_ratio,transfer_score_str,0,per_ckpt,all,72,0.2331,0.2168,0.0645,0.8412,layer_31
alpha_log_ratio,overall_score_str,0,per_ckpt,all,72,0.2363,0.2138,0.1214,0.6533,layer_31
alpha_log_ratio,transfer_margin_str,0,per_ckpt,all,72,0.2891,0.2757,0.2691,0.2757,layer_31
alpha_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.347,0.0949,0.3545,0.1279,layer_31
alpha_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0556,0.8072,-0.1645,0.5365,layer_31
alpha_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0979,0.6593,-0.184,0.4356,layer_31
alpha_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1151,0.5734,-0.2317,0.3167,layer_31
A_abs_diff,accuracy_majority,0,per_ckpt,all,72,0.1069,0.4865,0.0785,0.5994,layer_31
A_abs_diff,overall_score,0,per_ckpt,all,72,0.082,0.6424,0.077,0.6853,layer_31
A_abs_diff,transfer_score,0,per_ckpt,all,72,0.0617,0.6953,0.023,0.8751,layer_31
A_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.1637,0.4356,-0.155,0.4865,layer_31
A_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.2067,0.3646,-0.2073,0.3766,layer_31
A_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.1882,0.3127,-0.199,0.3277,layer_31
A_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.3674,0.0819,-0.3564,0.1039,layer_31
A_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.065,0.6783,0.0418,0.7772,layer_31
A_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.147,0.3157,0.1223,0.4006,layer_31
A_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1319,0.3646,0.1178,0.3836,layer_31
A_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.0358,0.8891,-0.047,0.8521,layer_31
A_signed_diff,overall_score,0,per_ckpt,all,72,0.2609,0.1678,0.2906,0.1339,layer_31
A_signed_diff,transfer_score,0,per_ckpt,all,72,0.155,0.3936,0.1426,0.4346,layer_31
A_signed_diff,transfer_score_str,0,per_ckpt,all,72,0.1478,0.4276,0.136,0.5085,layer_31
A_signed_diff,overall_score_str,0,per_ckpt,all,72,0.2801,0.1359,0.1995,0.3686,layer_31
A_signed_diff,transfer_margin_str,0,per_ckpt,all,72,0.1608,0.5375,0.1257,0.6444,layer_31
A_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.3682,0.0679,0.3709,0.0689,layer_31
A_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0078,0.976,-0.0143,0.959,layer_31
A_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0193,0.9341,0.0037,0.988,layer_31
A_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0697,0.7692,-0.0583,0.8032,layer_31
A_min,accuracy_majority,0,per_ckpt,all,72,0.06,0.6873,0.0556,0.6873,layer_31
A_min,overall_score,0,per_ckpt,all,72,0.2983,0.1019,0.3429,0.0859,layer_31
A_min,transfer_score,0,per_ckpt,all,72,0.2873,0.0699,0.2864,0.1289,layer_31
A_min,transfer_score_str,0,per_ckpt,all,72,0.366,0.0899,0.4226,0.0599,layer_31
A_min,overall_score_str,0,per_ckpt,all,72,0.426,0.0509,0.4332,0.0569,layer_31
A_min,transfer_margin_str,0,per_ckpt,all,72,0.221,0.3067,0.2516,0.2757,layer_31
A_min,overall_margin_str,0,per_ckpt,all,72,0.5847,0.005,0.6205,0.004,layer_31
A_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0739,0.6224,0.0703,0.5924,layer_31
A_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0139,0.9161,0.0079,0.9481,layer_31
A_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0422,0.7493,0.0341,0.7932,layer_31
A_max,accuracy_majority,0,per_ckpt,all,72,0.1092,0.5305,0.1449,0.3197,layer_31
A_max,overall_score,0,per_ckpt,all,72,0.3709,0.026,0.4452,0.007,layer_31
A_max,transfer_score,0,per_ckpt,all,72,0.3318,0.021,0.3263,0.0589,layer_31
A_max,transfer_score_str,0,per_ckpt,all,72,0.197,0.3996,0.2733,0.2667,layer_31
A_max,overall_score_str,0,per_ckpt,all,72,0.2098,0.4236,0.2268,0.4146,layer_31
A_max,transfer_margin_str,0,per_ckpt,all,72,0.1178,0.5944,0.045,0.8432,layer_31
A_max,overall_margin_str,0,per_ckpt,all,72,0.2566,0.3217,0.2593,0.2787,layer_31
A_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0825,0.6414,0.12,0.4026,layer_31
A_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1094,0.4945,0.1431,0.2927,layer_31
A_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1176,0.4675,0.1657,0.2517,layer_31
A_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0959,0.6853,-0.1307,0.5684,layer_31
A_norm_asym,overall_score,0,per_ckpt,all,72,0.2107,0.2697,0.1915,0.3676,layer_31
A_norm_asym,transfer_score,0,per_ckpt,all,72,0.1125,0.5335,0.0668,0.7233,layer_31
A_norm_asym,transfer_score_str,0,per_ckpt,all,72,0.104,0.5964,0.0523,0.8302,layer_31
A_norm_asym,overall_score_str,0,per_ckpt,all,72,0.2589,0.1678,0.1555,0.5185,layer_31
A_norm_asym,transfer_margin_str,0,per_ckpt,all,72,0.1848,0.4885,0.1816,0.5205,layer_31
A_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.38,0.0609,0.3876,0.0689,layer_31
A_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0611,0.8092,-0.1038,0.6553,layer_31
A_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0767,0.7423,-0.1091,0.6384,layer_31
A_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1296,0.5524,-0.1597,0.4615,layer_31
A_abs_ratio,accuracy_majority,0,per_ckpt,all,72,0.0376,0.8122,-0.0263,0.8671,layer_31
A_abs_ratio,overall_score,0,per_ckpt,all,72,-0.0622,0.7373,-0.206,0.3526,layer_31
A_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.0656,0.7173,-0.178,0.4266,layer_31
A_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.2968,0.1818,-0.3364,0.1988,layer_31
A_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.3413,0.1369,-0.3267,0.2088,layer_31
A_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.2647,0.1768,-0.3051,0.1958,layer_31
A_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.5158,0.011,-0.4965,0.0629,layer_31
A_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0107,0.9401,-0.0448,0.7522,layer_31
A_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1058,0.4555,0.0446,0.7163,layer_31
A_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.069,0.6214,0.0134,0.9251,layer_31
A_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0959,0.6853,-0.1716,0.3057,layer_31
A_signed_ratio,overall_score,0,per_ckpt,all,72,0.2107,0.2697,-0.0042,0.961,layer_31
A_signed_ratio,transfer_score,0,per_ckpt,all,72,0.1125,0.5335,-0.0851,0.5275,layer_31
A_signed_ratio,transfer_score_str,0,per_ckpt,all,72,0.104,0.5964,-0.1562,0.2717,layer_31
A_signed_ratio,overall_score_str,0,per_ckpt,all,72,0.2589,0.1678,-0.0676,0.6014,layer_31
A_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,0.1848,0.4885,0.0248,0.8631,layer_31
A_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.38,0.0609,0.0463,0.7253,layer_31
A_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0611,0.8092,-0.1572,0.3596,layer_31
A_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0767,0.7423,-0.0933,0.5325,layer_31
A_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1296,0.5524,-0.1603,0.3117,layer_31
A_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0959,0.6853,-0.1527,0.5295,layer_31
A_log_ratio,overall_score,0,per_ckpt,all,72,0.2107,0.2697,0.1702,0.4326,layer_31
A_log_ratio,transfer_score,0,per_ckpt,all,72,0.1125,0.5335,0.0475,0.7972,layer_31
A_log_ratio,transfer_score_str,0,per_ckpt,all,72,0.104,0.5964,0.0412,0.8681,layer_31
A_log_ratio,overall_score_str,0,per_ckpt,all,72,0.2589,0.1678,0.1443,0.5584,layer_31
A_log_ratio,transfer_margin_str,0,per_ckpt,all,72,0.1848,0.4885,0.2,0.4785,layer_31
A_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.38,0.0609,0.3841,0.0719,layer_31
A_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0611,0.8092,-0.1259,0.6134,layer_31
A_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0767,0.7423,-0.1247,0.5984,layer_31
A_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1296,0.5524,-0.1771,0.4266,layer_31
drop_to_min_abs_diff,accuracy_majority,0,per_ckpt,all,72,0.1229,0.4226,0.092,0.5345,layer_31
drop_to_min_abs_diff,overall_score,0,per_ckpt,all,72,0.1022,0.5664,0.1041,0.6024,layer_31
drop_to_min_abs_diff,transfer_score,0,per_ckpt,all,72,0.0852,0.5994,0.044,0.7912,layer_31
drop_to_min_abs_diff,transfer_score_str,0,per_ckpt,all,72,-0.1419,0.5065,-0.1275,0.5544,layer_31
drop_to_min_abs_diff,overall_score_str,0,per_ckpt,all,72,-0.1877,0.4126,-0.1829,0.4535,layer_31
drop_to_min_abs_diff,transfer_margin_str,0,per_ckpt,all,72,-0.182,0.3477,-0.189,0.3676,layer_31
drop_to_min_abs_diff,overall_margin_str,0,per_ckpt,all,72,-0.3386,0.1299,-0.3311,0.1289,layer_31
drop_to_min_abs_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0837,0.5834,0.0563,0.6923,layer_31
drop_to_min_abs_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1571,0.2807,0.1319,0.3586,layer_31
drop_to_min_abs_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1313,0.3616,0.1242,0.3566,layer_31
drop_to_min_signed_diff,accuracy_majority,0,per_ckpt,all,72,-0.0205,0.9351,-0.027,0.9081,layer_31
drop_to_min_signed_diff,overall_score,0,per_ckpt,all,72,0.2736,0.1459,0.3091,0.1039,layer_31
drop_to_min_signed_diff,transfer_score,0,per_ckpt,all,72,0.1672,0.3556,0.1598,0.3876,layer_31
drop_to_min_signed_diff,transfer_score_str,0,per_ckpt,all,72,0.1751,0.3377,0.1629,0.4176,layer_31
drop_to_min_signed_diff,overall_score_str,0,per_ckpt,all,72,0.2916,0.1169,0.2169,0.3277,layer_31
drop_to_min_signed_diff,transfer_margin_str,0,per_ckpt,all,72,0.1582,0.5435,0.1209,0.6563,layer_31
drop_to_min_signed_diff,overall_margin_str,0,per_ckpt,all,72,0.3704,0.0679,0.3697,0.0709,layer_31
drop_to_min_signed_diff,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0063,0.98,0.0073,0.975,layer_31
drop_to_min_signed_diff,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0093,0.969,0.0239,0.9171,layer_31
drop_to_min_signed_diff,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.0582,0.8072,-0.0399,0.8681,layer_31
drop_to_min_min,accuracy_majority,0,per_ckpt,all,72,0.0801,0.5854,0.0617,0.6573,layer_31
drop_to_min_min,overall_score,0,per_ckpt,all,72,0.3187,0.0829,0.3525,0.0799,layer_31
drop_to_min_min,transfer_score,0,per_ckpt,all,72,0.3111,0.049,0.2978,0.1079,layer_31
drop_to_min_min,transfer_score_str,0,per_ckpt,all,72,0.3917,0.0719,0.4382,0.045,layer_31
drop_to_min_min,overall_score_str,0,per_ckpt,all,72,0.4452,0.037,0.4446,0.0519,layer_31
drop_to_min_min,transfer_margin_str,0,per_ckpt,all,72,0.222,0.3087,0.2506,0.2757,layer_31
drop_to_min_min,overall_margin_str,0,per_ckpt,all,72,0.599,0.003,0.6269,0.002,layer_31
drop_to_min_min,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0936,0.5445,0.0775,0.5694,layer_31
drop_to_min_min,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.0076,0.9451,0.0145,0.9131,layer_31
drop_to_min_min,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0642,0.6474,0.0415,0.7363,layer_31
drop_to_min_max,accuracy_majority,0,per_ckpt,all,72,0.1595,0.3586,0.1584,0.2707,layer_31
drop_to_min_max,overall_score,0,per_ckpt,all,72,0.3926,0.013,0.4554,0.006,layer_31
drop_to_min_max,transfer_score,0,per_ckpt,all,72,0.3722,0.01,0.338,0.046,layer_31
drop_to_min_max,transfer_score_str,0,per_ckpt,all,72,0.2888,0.2018,0.2924,0.2388,layer_31
drop_to_min_max,overall_score_str,0,per_ckpt,all,72,0.2694,0.2817,0.2394,0.3796,layer_31
drop_to_min_max,transfer_margin_str,0,per_ckpt,all,72,0.1246,0.5634,0.0434,0.8492,layer_31
drop_to_min_max,overall_margin_str,0,per_ckpt,all,72,0.3058,0.2208,0.2596,0.2737,layer_31
drop_to_min_max,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.1311,0.4416,0.1358,0.3437,layer_31
drop_to_min_max,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1491,0.3487,0.1549,0.2478,layer_31
drop_to_min_max,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.1406,0.3836,0.173,0.2358,layer_31
drop_to_min_norm_asym,accuracy_majority,0,per_ckpt,all,72,-0.0783,0.7313,-0.1206,0.5944,layer_31
drop_to_min_norm_asym,overall_score,0,per_ckpt,all,72,0.2227,0.2368,0.1996,0.3447,layer_31
drop_to_min_norm_asym,transfer_score,0,per_ckpt,all,72,0.1246,0.4975,0.0753,0.6913,layer_31
drop_to_min_norm_asym,transfer_score_str,0,per_ckpt,all,72,0.1208,0.5305,0.0661,0.7852,layer_31
drop_to_min_norm_asym,overall_score_str,0,per_ckpt,all,72,0.2691,0.1459,0.165,0.4855,layer_31
drop_to_min_norm_asym,transfer_margin_str,0,per_ckpt,all,72,0.1818,0.5015,0.1818,0.5175,layer_31
drop_to_min_norm_asym,overall_margin_str,0,per_ckpt,all,72,0.3863,0.0579,0.3889,0.0659,layer_31
drop_to_min_norm_asym,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0427,0.8521,-0.0928,0.6913,layer_31
drop_to_min_norm_asym,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0618,0.7812,-0.1018,0.6633,layer_31
drop_to_min_norm_asym,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1138,0.6094,-0.1523,0.4915,layer_31
drop_to_min_abs_ratio,accuracy_majority,0,per_ckpt,all,72,0.0384,0.8082,-0.0235,0.8771,layer_31
drop_to_min_abs_ratio,overall_score,0,per_ckpt,all,72,-0.07,0.7103,-0.2051,0.3526,layer_31
drop_to_min_abs_ratio,transfer_score,0,per_ckpt,all,72,-0.0706,0.6933,-0.1758,0.4296,layer_31
drop_to_min_abs_ratio,transfer_score_str,0,per_ckpt,all,72,-0.2979,0.1808,-0.3336,0.1998,layer_31
drop_to_min_abs_ratio,overall_score_str,0,per_ckpt,all,72,-0.3501,0.1259,-0.3211,0.2188,layer_31
drop_to_min_abs_ratio,transfer_margin_str,0,per_ckpt,all,72,-0.262,0.1888,-0.3055,0.1938,layer_31
drop_to_min_abs_ratio,overall_margin_str,0,per_ckpt,all,72,-0.5215,0.012,-0.4913,0.0689,layer_31
drop_to_min_abs_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,0.0137,0.9221,-0.0414,0.7822,layer_31
drop_to_min_abs_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,0.1024,0.4745,0.0497,0.6863,layer_31
drop_to_min_abs_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,0.0599,0.6703,0.013,0.9231,layer_31
drop_to_min_signed_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0783,0.7313,-0.1711,0.2997,layer_31
drop_to_min_signed_ratio,overall_score,0,per_ckpt,all,72,0.2227,0.2368,-0.0167,0.8851,layer_31
drop_to_min_signed_ratio,transfer_score,0,per_ckpt,all,72,0.1246,0.4975,-0.0923,0.4895,layer_31
drop_to_min_signed_ratio,transfer_score_str,0,per_ckpt,all,72,0.1208,0.5305,-0.1627,0.2488,layer_31
drop_to_min_signed_ratio,overall_score_str,0,per_ckpt,all,72,0.2691,0.1459,-0.0777,0.5215,layer_31
drop_to_min_signed_ratio,transfer_margin_str,0,per_ckpt,all,72,0.1818,0.5015,0.0165,0.9041,layer_31
drop_to_min_signed_ratio,overall_margin_str,0,per_ckpt,all,72,0.3863,0.0579,0.0228,0.8521,layer_31
drop_to_min_signed_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0427,0.8521,-0.157,0.3477,layer_31
drop_to_min_signed_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0618,0.7812,-0.0874,0.5584,layer_31
drop_to_min_signed_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1138,0.6094,-0.1599,0.2977,layer_31
drop_to_min_log_ratio,accuracy_majority,0,per_ckpt,all,72,-0.0783,0.7313,-0.1496,0.5375,layer_31
drop_to_min_log_ratio,overall_score,0,per_ckpt,all,72,0.2227,0.2368,0.1721,0.4266,layer_31
drop_to_min_log_ratio,transfer_score,0,per_ckpt,all,72,0.1246,0.4975,0.0503,0.7892,layer_31
drop_to_min_log_ratio,transfer_score_str,0,per_ckpt,all,72,0.1208,0.5305,0.0498,0.8452,layer_31
drop_to_min_log_ratio,overall_score_str,0,per_ckpt,all,72,0.2691,0.1459,0.1495,0.5534,layer_31
drop_to_min_log_ratio,transfer_margin_str,0,per_ckpt,all,72,0.1818,0.5015,0.2035,0.4775,layer_31
drop_to_min_log_ratio,overall_margin_str,0,per_ckpt,all,72,0.3863,0.0579,0.3839,0.0739,layer_31
drop_to_min_log_ratio,accuracy_gpt-5-mini,0,per_ckpt,all,72,-0.0427,0.8521,-0.1222,0.6264,layer_31
drop_to_min_log_ratio,accuracy_meta-llama/Llama-3.3-70B-Instruct,0,per_ckpt,all,72,-0.0618,0.7812,-0.123,0.5974,layer_31
drop_to_min_log_ratio,accuracy_zai-org/GLM-4.7-Flash,0,per_ckpt,all,72,-0.1138,0.6094,-0.1759,0.4286,layer_31
recovery_abs_diff,accuracy_majority,0,per_ckpt,all,72,-0.1312,0.1648,-0.1509,0.1129,layer_31
recovery_abs_diff,overall_score,0,per_ckpt,all,72,-0.1369,0.2168,-0.1521,0.1389,layer_31
recovery_abs_diff,transfer_score,0,per_ckpt,all,72,-0.1652,0.1279,-0.1805,0.0849,layer_31
